transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,year,month,month_name
T06474,U136,2019-04-24,Expense,Rent,490,Bank Transfer,Mumbai,Doctor visit,2019,4,April
T05913,U070,2020-07-13,Expense,Food,1096,UPI,Unknown,Uber to office,2020,7,July
T02520,U088,2021-01-01,Expense,Health,193,Bank Transfer,Ahmedabad,Netflix subscription,2021,1,January
T02736,U040,2020-08-05,Expense,Entertainment,187,Bank Transfer,Bangalore,Doctor visit cash,2020,8,August
T00990,U014,2022-10-16,Expense,Others,2506,Bank Transfer,Ahmedabad,Doctor visit cash,2022,10,October
T08692,U116,2020-04-05,Income,Salary,56751,UPI,Bangalore,Paid electricity bill,2020,4,April
T07857,U002,2019-07-08,Income,Other Income,63433,Bank Transfer,Ahmedabad,Paid electricity bill cash,2019,7,July
T08139,U079,2022-12-18,Income,Bonus,55318,Cash,Bangalore,Monthly rent cash,2022,12,December
T02021,U035,2022-04-29,Expense,Others,206,UPI,Kolkata,Uber to office,2022,4,April
T08463,U179,2022-10-28,Expense,Utilities,215,Cash,Bangalore,Uber to office,2022,10,October
T09732,U071,2019-02-16,Expense,Travel,2871,Card,Mumbai,Monthly rent via app,2019,2,February
T08387,U009,2020-07-15,Expense,Utilities,272,UPI,Pune,N/A,2020,7,July
T04370,U119,2021-03-31,Expense,Food,5387,Bank Transfer,Pune,N/A,2021,3,March
T03937,U104,2022-06-18,Income,Other Income,53334,Cash,Ahmedabad,Grocery shopping,2022,6,June
T12024,U066,2022-03-01,Expense,Travel,239,Bank Transfer,Pune,Paid electricity bill,2022,3,March
T14443,U025,2020-02-13,Expense,Rent,129,UPI,Lucknow,N/A,2020,2,February
T05759,U088,2019-12-28,Expense,Entertainment,123,Bank Transfer,Chennai,Dinner at resto cash,2019,12,December
T00315,U142,2019-01-09,Expense,Food,143,Cash,Chennai,N/A,2019,1,January
T05202,U088,2019-04-18,Expense,Food,125,Cash,Jaipur,Monthly rent,2019,4,April
T11066,U031,2020-12-13,Expense,Others,367,Bank Transfer,Kolkata,N/A,2020,12,December
T01016,U041,2019-01-12,Expense,Others,517,Cash,Kolkata,Doctor visit,2019,1,January
T06997,U075,2019-02-10,Expense,Food,3186,Bank Transfer,Chennai,Grocery shopping,2019,2,February
T03039,U141,2019-10-24,Expense,Travel,266,Bank Transfer,Lucknow,Doctor visit,2019,10,October
T14348,U166,2021-02-12,Expense,Food,996,UPI,Bangalore,Paid electricity bill late,2021,2,February
T11938,U090,2021-10-09,Expense,Others,1901,Unknown,Chennai,N/A,2021,10,October
T07615,U038,2019-05-10,Expense,Rent,186,UPI,Ahmedabad,Monthly rent,2019,5,May
T06608,U163,2019-03-06,Expense,Rent,216,Card,Mumbai,zQQvRHrCGH,2019,3,March
T07654,U175,2020-02-11,Expense,Others,196,Bank Transfer,Hyderabad,Course fee cash,2020,2,February
T01611,U019,2020-08-23,Expense,Rent,1015,UPI,Ahmedabad,Salary cash,2020,8,August
T01335,U113,2019-07-17,Income,Bonus,46491,UPI,Delhi,Gift,2019,7,July
T07445,U075,2022-06-16,Expense,Food,4048,Bank Transfer,Unknown,Monthly rent,2022,6,June
T10705,U035,2022-05-24,Income,Other Income,32770,Bank Transfer,Pune,Dinner at resto,2022,5,May
T11761,U093,2019-11-10,Expense,Entertainment,2951,Cash,Pune,Uber to office,2019,11,November
T11949,U127,2022-02-14,Expense,Food,56,Bank Transfer,Bangalore,Grocery shopping,2022,2,February
T00222,U014,2022-07-04,Expense,Travel,745,Cash,Delhi,Uber to office via app,2022,7,July
T08940,U062,2021-02-01,Income,Salary,52826,Card,Mumbai,Paid electricity bill,2021,2,February
T03286,U119,2020-03-27,Expense,Savings,408,Card,Chennai,Paid electricity bill cash,2020,3,March
T13097,U067,2019-09-27,Expense,Rent,1237,Card,Mumbai,Gift cash,2019,9,September
T01970,U044,2022-10-04,Expense,Rent,1530,Card,Hyderabad,Netflix subscription,2022,10,October
T01399,U076,2019-01-06,Expense,Travel,200,UPI,Delhi,Grocery shopping late,2019,1,January
T08098,U049,2019-06-29,Expense,Travel,183,Cash,Ahmedabad,Salary,2019,6,June
T02085,U176,2022-03-14,Expense,Food,333,Bank Transfer,Bangalore,Doctor visit,2022,3,March
T01842,U161,2021-10-13,Expense,Food,1275,Card,Kolkata,Gift,2021,10,October
T11562,U140,2020-04-06,Expense,Entertainment,1769,Cash,Jaipur,Paid electricity bill,2020,4,April
T07877,U032,2022-07-21,Expense,Travel,100,Bank Transfer,Jaipur,N/A,2022,7,July
T03340,U107,2020-12-27,Expense,Rent,814,Card,Delhi,Gift,2020,12,December
T14028,U175,2021-07-04,Expense,Utilities,208,Cash,Mumbai,Salary via app,2021,7,July
T03872,U051,2021-12-22,Expense,Education,113,UPI,Bangalore,Grocery shopping,2021,12,December
T03916,U086,2020-12-24,Expense,Rent,44,Cash,Kolkata,Gift,2020,12,December
T14446,U136,2022-03-24,Expense,Rent,219,Card,Mumbai,Course fee,2022,3,March
T09919,U177,2019-07-01,Income,Salary,52861,UPI,Kolkata,Course fee,2019,7,July
T02778,U103,2020-09-20,Expense,Food,33,Cash,Jaipur,Monthly rent,2020,9,September
T03163,U022,2020-04-10,Expense,Entertainment,418,Bank Transfer,Ahmedabad,Paid electricity bill,2020,4,April
T02942,U003,2021-10-30,Expense,Savings,184,UPI,Pune,N/A,2021,10,October
T04791,U112,2020-08-03,Income,Other Income,68894,Bank Transfer,Hyderabad,Salary,2020,8,August
T02335,U052,2019-04-22,Expense,Savings,2849,UPI,Unknown,Uber to office,2019,4,April
T09490,U109,2022-05-28,Expense,Food,55,Cash,Hyderabad,Uber to office,2022,5,May
T07421,U093,2021-02-18,Expense,Others,373,Cash,Jaipur,Netflix subscription via app,2021,2,February
T06200,U001,2020-08-24,Expense,Rent,201,Bank Transfer,Pune,N/A,2020,8,August
T04759,U144,2022-09-10,Expense,Savings,8360,Bank Transfer,Lucknow,Dinner at resto via app,2022,9,September
T11740,U083,2021-05-20,Expense,Food,1766,Cash,Chennai,Grocery shopping,2021,5,May
T08870,U077,2021-07-20,Expense,Travel,411,Bank Transfer,Ahmedabad,Paid electricity bill late,2021,7,July
T14621,U063,2020-02-22,Expense,Rent,20,Card,Mumbai,N/A,2020,2,February
T14576,U106,2019-10-28,Expense,Rent,78,Card,Ahmedabad,Netflix subscription,2019,10,October
T09583,U118,2019-12-11,Expense,Rent,720,Cash,Bangalore,Grocery shopping,2019,12,December
T12697,U165,2021-09-09,Expense,Others,1067,UPI,Hyderabad,Netflix subscription cash,2021,9,September
T00428,U041,2020-06-29,Expense,Food,693,Bank Transfer,Hyderabad,Doctor visit,2020,6,June
T13693,U161,2021-02-15,Expense,Travel,641,Card,Delhi,Paid electricity bill,2021,2,February
T03728,U066,2022-07-06,Expense,Utilities,389,UPI,Bangalore,N/A,2022,7,July
T08570,U087,2020-09-03,Expense,Food,556,Card,Lucknow,Salary cash,2020,9,September
T14413,U181,2022-10-05,Income,Salary,60559,UPI,Jaipur,Grocery shopping late,2022,10,October
T00734,U019,2021-10-04,Expense,Health,57,Bank Transfer,Mumbai,Doctor visit,2021,10,October
T03776,U048,2020-05-09,Expense,Food,641,Card,Bangalore,CoBzaIzlT,2020,5,May
T02361,U087,2022-06-24,Expense,Travel,564,UPI,Delhi,Doctor visit late,2022,6,June
T11868,U053,2019-04-29,Expense,Rent,1229,Cash,Pune,Grocery shopping,2019,4,April
T13423,U102,2021-06-12,Expense,Others,435,Cash,Hyderabad,Gift,2021,6,June
T08941,U071,2019-08-02,Expense,Food,189,UPI,Ahmedabad,Netflix subscription,2019,8,August
T12761,U005,2021-01-31,Expense,Entertainment,37,Bank Transfer,Jaipur,Gift,2021,1,January
T00663,U169,2020-11-16,Expense,Travel,175,Card,Delhi,Salary,2020,11,November
T05581,U170,2021-11-11,Expense,Food,2183,UPI,Hyderabad,Salary cash,2021,11,November
T04057,U147,2021-05-29,Expense,Rent,705,Cash,Bangalore,Salary,2021,5,May
T06229,U175,2019-07-01,Expense,Travel,404,Bank Transfer,Pune,Course fee,2019,7,July
T13394,U134,2019-04-02,Income,Bonus,45883,Card,Mumbai,Course fee cash,2019,4,April
T04446,U111,2022-05-26,Expense,Food,40,Cash,Pune,Monthly rent cash,2022,5,May
T11310,U028,2021-08-29,Income,Salary,69360,Bank Transfer,Mumbai,Gift cash,2021,8,August
T11529,U033,2021-03-01,Expense,Food,227,Cash,Bangalore,Netflix subscription late,2021,3,March
T13813,U143,2021-12-09,Expense,Food,757,UPI,Kolkata,N/A,2021,12,December
T00554,U005,2019-01-23,Expense,Food,81,Card,Ahmedabad,Netflix subscription,2019,1,January
T14182,U082,2021-06-11,Expense,Food,196,Bank Transfer,Jaipur,Monthly rent,2021,6,June
T05044,U160,2021-06-25,Income,Bonus,53159,Cash,Lucknow,N/A,2021,6,June
T05971,U148,2021-05-28,Expense,Travel,86,UPI,Lucknow,Monthly rent,2021,5,May
T10626,U049,2021-04-21,Expense,Rent,641,Cash,Bangalore,Salary,2021,4,April
T05376,U053,2019-10-14,Expense,Rent,143,Bank Transfer,Kolkata,Netflix subscription via app,2019,10,October
T03003,U095,2020-04-21,Expense,Savings,2035,Card,Chennai,Salary,2020,4,April
T06854,U074,2021-03-18,Expense,Rent,51,Cash,Pune,zldFyXXwJ,2021,3,March
T01355,U095,2019-10-15,Expense,Rent,1766,Cash,Delhi,N/A,2019,10,October
T00101,U177,2021-06-13,Expense,Food,575,Bank Transfer,Jaipur,Netflix subscription,2021,6,June
T11581,U112,2022-08-17,Expense,Rent,123,Card,Unknown,Netflix subscription cash,2022,8,August
T07843,U067,2021-01-16,Expense,Health,195,Bank Transfer,Hyderabad,Salary,2021,1,January
T07405,U080,2020-01-17,Expense,Food,587,Card,Bangalore,N/A,2020,1,January
T06736,U061,2020-10-14,Expense,Rent,555,UPI,Unknown,Dinner at resto,2020,10,October
T07517,U005,2020-05-11,Expense,Rent,61,UPI,Hyderabad,Doctor visit,2020,5,May
T06119,U147,2019-06-28,Expense,Utilities,824,Cash,Pune,Dinner at resto,2019,6,June
T00904,U189,2019-03-06,Expense,Savings,443,Bank Transfer,Delhi,Dinner at resto cash,2019,3,March
T08456,U076,2022-10-04,Expense,Food,225,Cash,Chennai,Paid electricity bill,2022,10,October
T14290,U066,2020-12-07,Income,Bonus,63456,UPI,Bangalore,N/A,2020,12,December
T13075,U077,2020-04-30,Expense,Rent,326,Card,Ahmedabad,Dinner at resto,2020,4,April
T11432,U159,2022-07-09,Expense,Travel,111,Bank Transfer,Delhi,N/A,2022,7,July
T04560,U020,2022-01-24,Expense,Travel,5172,Bank Transfer,Mumbai,Course fee,2022,1,January
T02114,U189,2021-06-20,Expense,Travel,1703,Cash,Lucknow,Doctor visit via app,2021,6,June
T12679,U181,2021-11-03,Income,Other Income,58619,UPI,Mumbai,N/A,2021,11,November
T14712,U016,2021-08-04,Expense,Savings,1711,Card,Pune,Uber to office via app,2021,8,August
T06760,U051,2019-11-23,Income,Other Income,45038,Bank Transfer,Ahmedabad,Doctor visit,2019,11,November
T10248,U108,2019-06-26,Expense,Entertainment,1050,Cash,Hyderabad,Uber to office,2019,6,June
T13425,U023,2019-03-13,Expense,Travel,617,Cash,Ahmedabad,Course fee,2019,3,March
T05533,U026,2021-06-24,Expense,Travel,45,Cash,Delhi,N/A,2021,6,June
T07945,U058,2022-12-20,Expense,Rent,104,Cash,Hyderabad,Uber to office,2022,12,December
T13942,U013,2021-05-14,Expense,Food,2421,Card,Jaipur,N/A,2021,5,May
T14822,U185,2020-09-01,Income,Other Income,69193,Cash,Delhi,Dinner at resto,2020,9,September
T06956,U074,2020-11-17,Expense,Education,143,Bank Transfer,Bangalore,N/A,2020,11,November
T11139,U088,2021-03-17,Expense,Rent,959,Bank Transfer,Unknown,Salary,2021,3,March
T11916,U163,2019-12-03,Income,Salary,41560,Cash,Lucknow,Doctor visit late,2019,12,December
T08529,U168,2019-05-29,Expense,Rent,77,UPI,Unknown,Monthly rent,2019,5,May
T14294,U155,2022-02-09,Expense,Travel,1175,Bank Transfer,Mumbai,Gift,2022,2,February
T12514,U093,2020-11-01,Expense,Utilities,85,Bank Transfer,Chennai,Uber to office,2020,11,November
T09379,U117,2021-04-29,Expense,Rent,232,Unknown,Bangalore,Uber to office,2021,4,April
T14731,U026,2021-02-11,Expense,Food,1588,Card,Chennai,Uber to office via app,2021,2,February
T06479,U152,2021-04-14,Expense,Travel,374,UPI,Pune,Netflix subscription,2021,4,April
T05787,U014,2022-10-22,Expense,Food,263,UPI,Jaipur,Gift via app,2022,10,October
T09733,U191,2021-01-30,Expense,Entertainment,757,Card,Pune,Gift late,2021,1,January
T02638,U040,2021-01-17,Expense,Rent,50,UPI,Mumbai,Grocery shopping,2021,1,January
T06460,U061,2021-11-12,Income,Bonus,43834,Cash,Delhi,Gift cash,2021,11,November
T02527,U099,2020-10-11,Expense,Utilities,472,Cash,Lucknow,Uber to office cash,2020,10,October
T10439,U135,2021-01-22,Income,Salary,49691,UPI,Pune,Salary via app,2021,1,January
T12034,U100,2020-07-25,Expense,Travel,1413,Card,Delhi,N/A,2020,7,July
T14582,U014,2021-10-09,Expense,Education,207,Card,Hyderabad,Netflix subscription,2021,10,October
T03605,U090,2022-04-08,Expense,Entertainment,923,Cash,Bangalore,Course fee,2022,4,April
T03072,U131,2020-12-24,Expense,Utilities,157,Bank Transfer,Kolkata,N/A,2020,12,December
T08208,U185,2019-01-30,Expense,Savings,2425,Cash,Mumbai,Monthly rent,2019,1,January
T02374,U089,2020-06-02,Expense,Rent,106,UPI,Pune,Doctor visit,2020,6,June
T05338,U050,2021-07-29,Expense,Food,406,Card,Kolkata,N/A,2021,7,July
T06327,U060,2020-09-26,Expense,Food,264,Bank Transfer,Kolkata,N/A,2020,9,September
T13510,U070,2022-07-21,Expense,Utilities,133,UPI,Mumbai,Uber to office,2022,7,July
T10985,U114,2021-03-11,Expense,Savings,747,Cash,Mumbai,Uber to office,2021,3,March
T00159,U152,2022-11-15,Expense,Others,914,Cash,Mumbai,N/A,2022,11,November
T08980,U025,2021-11-12,Income,Bonus,68420,Bank Transfer,Delhi,Uber to office,2021,11,November
T07670,U084,2021-05-15,Expense,Travel,348,UPI,Pune,Paid electricity bill,2021,5,May
T11084,U053,2019-01-11,Income,Bonus,57190,UPI,Jaipur,Salary,2019,1,January
T11154,U031,2020-03-23,Expense,Others,568,Bank Transfer,Unknown,Dinner at resto,2020,3,March
T06945,U077,2022-10-18,Expense,Travel,125,Bank Transfer,Mumbai,Paid electricity bill late,2022,10,October
T11314,U124,2019-05-30,Expense,Others,726,UPI,Chennai,Salary,2019,5,May
T01430,U121,2020-04-29,Expense,Food,301,UPI,Kolkata,Paid electricity bill cash,2020,4,April
T02530,U164,2020-10-19,Income,Salary,39615,UPI,Bangalore,Paid electricity bill,2020,10,October
T10146,U042,2019-06-05,Expense,Health,324,Bank Transfer,Kolkata,Uber to office,2019,6,June
T07377,U064,2020-12-08,Expense,Rent,1789,Card,Hyderabad,N/A,2020,12,December
T10891,U143,2021-11-07,Expense,Rent,61,Card,Mumbai,RQEpVsCm,2021,11,November
T05368,U170,2021-01-16,Expense,Food,64,Cash,Delhi,Monthly rent,2021,1,January
T09121,U146,2022-03-15,Income,Salary,66226,Bank Transfer,Pune,Paid electricity bill cash,2022,3,March
T02141,U084,2022-11-17,Expense,Food,114,Card,Jaipur,Paid electricity bill,2022,11,November
T13464,U179,2021-01-05,Expense,Travel,97,UPI,Lucknow,Netflix subscription,2021,1,January
T02339,U157,2022-07-24,Expense,Food,323,UPI,Mumbai,Salary cash,2022,7,July
T06675,U117,2019-06-03,Expense,Utilities,246,Cash,Ahmedabad,Dinner at resto,2019,6,June
T02186,U190,2019-03-02,Income,Other Income,59622,Card,Kolkata,Uber to office,2019,3,March
T04574,U033,2020-10-07,Expense,Utilities,965,Bank Transfer,Ahmedabad,Gift via app,2020,10,October
T08561,U112,2022-03-14,Expense,Rent,116,Card,Jaipur,Netflix subscription,2022,3,March
T05331,U115,2019-04-03,Expense,Food,1372,Cash,Bangalore,Monthly rent,2019,4,April
T06662,U174,2019-01-23,Expense,Travel,142,Cash,Jaipur,Netflix subscription,2019,1,January
T13401,U026,2019-11-04,Expense,Entertainment,83,Bank Transfer,Mumbai,Course fee,2019,11,November
T14142,U180,2020-05-05,Expense,Others,231,UPI,Delhi,Netflix subscription cash,2020,5,May
T13459,U102,2019-06-15,Expense,Utilities,485,Bank Transfer,Pune,N/A,2019,6,June
T12022,U057,2020-12-10,Expense,Savings,3866,Bank Transfer,Chennai,N/A,2020,12,December
T00209,U064,2019-01-23,Income,Bonus,63751,Cash,Bangalore,Salary via app,2019,1,January
T14671,U023,2019-02-11,Expense,Food,1789,UPI,Chennai,N/A,2019,2,February
T07051,U041,2020-03-26,Income,Salary,75840,Card,Unknown,Dinner at resto via app,2020,3,March
T01429,U085,2022-01-10,Expense,Rent,69,UPI,Delhi,Grocery shopping,2022,1,January
T00757,U022,2021-12-15,Expense,Travel,4679,Bank Transfer,Delhi,Doctor visit cash,2021,12,December
T10510,U019,2020-08-27,Expense,Travel,791,UPI,Chennai,N/A,2020,8,August
T14667,U108,2020-02-11,Expense,Food,259,UPI,Unknown,Doctor visit cash,2020,2,February
T02915,U139,2022-01-11,Expense,Others,843,UPI,Kolkata,Paid electricity bill,2022,1,January
T06420,U054,2021-08-03,Expense,Food,516,Bank Transfer,Mumbai,Gift,2021,8,August
T09600,U099,2022-10-20,Expense,Rent,731,Bank Transfer,Delhi,Salary late,2022,10,October
T05845,U096,2019-03-15,Expense,Food,388,Bank Transfer,Bangalore,Netflix subscription,2019,3,March
T09062,U185,2022-02-09,Expense,Rent,418,Bank Transfer,Mumbai,Paid electricity bill cash,2022,2,February
T11610,U102,2019-07-31,Income,Other Income,54548,UPI,Mumbai,Salary cash,2019,7,July
T11709,U028,2020-11-28,Expense,Rent,201,Cash,Bangalore,Doctor visit via app,2020,11,November
T07338,U071,2019-07-06,Income,Bonus,68463,Cash,Lucknow,N/A,2019,7,July
T00082,U163,2021-07-26,Expense,Food,1325,Card,Jaipur,Dinner at resto,2021,7,July
T08610,U147,2019-04-14,Expense,Food,8096,Cash,Jaipur,Course fee,2019,4,April
T08325,U164,2019-07-29,Expense,Rent,194,Bank Transfer,Bangalore,Dinner at resto,2019,7,July
T03004,U039,2020-10-07,Expense,Rent,1706,Bank Transfer,Lucknow,Doctor visit,2020,10,October
T01792,U095,2020-01-24,Expense,Food,20,UPI,Kolkata,Gift via app,2020,1,January
T07169,U054,2022-03-29,Expense,Rent,424,UPI,Jaipur,Grocery shopping via app,2022,3,March
T12842,U146,2020-10-21,Expense,Others,2364,Card,Mumbai,Salary,2020,10,October
T01961,U039,2021-01-07,Expense,Food,183,UPI,Mumbai,N/A,2021,1,January
T01299,U062,2019-07-19,Expense,Food,594,Bank Transfer,Bangalore,Netflix subscription,2019,7,July
T03989,U113,2019-06-27,Expense,Food,239,Card,Jaipur,Paid electricity bill cash,2019,6,June
T13134,U158,2020-04-17,Income,Other Income,48427,UPI,Hyderabad,Uber to office,2020,4,April
T10795,U116,2020-08-28,Expense,Food,287,Bank Transfer,Bangalore,Dinner at resto,2020,8,August
T02251,U136,2022-01-12,Expense,Rent,709,Card,Ahmedabad,Course fee late,2022,1,January
T04812,U129,2020-12-12,Expense,Entertainment,4518,Card,Lucknow,Netflix subscription,2020,12,December
T11426,U069,2020-08-15,Expense,Food,512,Cash,Jaipur,N/A,2020,8,August
T01546,U141,2019-04-12,Expense,Travel,335,Bank Transfer,Hyderabad,Doctor visit,2019,4,April
T11648,U102,2021-08-06,Expense,Others,1952,Cash,Lucknow,Gift,2021,8,August
T03610,U010,2019-05-24,Income,Bonus,39902,UPI,Jaipur,Paid electricity bill late,2019,5,May
T04796,U055,2021-06-28,Expense,Rent,255,UPI,Chennai,Netflix subscription,2021,6,June
T14447,U186,2019-09-16,Expense,Food,964,Card,Bangalore,Salary,2019,9,September
T01971,U168,2020-10-22,Income,Salary,67136,Bank Transfer,Ahmedabad,Monthly rent,2020,10,October
T04580,U137,2022-02-01,Expense,Rent,2070,Card,Pune,Doctor visit,2022,2,February
T08563,U115,2022-10-19,Expense,Utilities,730,Card,Mumbai,Uber to office via app,2022,10,October
T02867,U047,2019-02-15,Expense,Education,970,Cash,Lucknow,Dinner at resto,2019,2,February
T14631,U184,2021-03-27,Expense,Utilities,101,Cash,Jaipur,Course fee,2021,3,March
T13312,U127,2020-11-10,Expense,Travel,480,Bank Transfer,Pune,Netflix subscription,2020,11,November
T03414,U103,2020-10-29,Expense,Travel,49,Bank Transfer,Lucknow,Course fee,2020,10,October
T01292,U136,2020-10-19,Expense,Rent,18,Cash,Hyderabad,Paid electricity bill,2020,10,October
T13881,U165,2019-02-03,Expense,Entertainment,908,Card,Chennai,Monthly rent,2019,2,February
T14170,U095,2022-07-03,Expense,Travel,1701,Cash,Kolkata,Salary,2022,7,July
T02412,U093,2021-11-18,Expense,Food,1328,Card,Kolkata,Paid electricity bill,2021,11,November
T13217,U048,2021-05-18,Expense,Food,412,UPI,Kolkata,N/A,2021,5,May
T06670,U182,2019-01-23,Expense,Food,4204,Card,Ahmedabad,N/A,2019,1,January
T13829,U025,2019-01-27,Expense,Savings,284,Card,Delhi,Dinner at resto,2019,1,January
T08053,U134,2021-12-13,Expense,Rent,2016,Card,Ahmedabad,Monthly rent,2021,12,December
T12635,U060,2021-07-28,Income,Other Income,64138,Bank Transfer,Jaipur,Monthly rent via app,2021,7,July
T13323,U122,2022-03-27,Expense,Travel,1741,Card,Lucknow,Course fee via app,2022,3,March
T02261,U172,2021-05-02,Income,Salary,77659,Card,Ahmedabad,Dinner at resto,2021,5,May
T02196,U090,2022-05-31,Expense,Food,448,Bank Transfer,Kolkata,Uber to office late,2022,5,May
T08791,U179,2019-11-12,Expense,Food,299,Bank Transfer,Jaipur,Dinner at resto,2019,11,November
T09528,U142,2022-01-10,Income,Other Income,75061,UPI,Mumbai,Salary,2022,1,January
T12537,U162,2019-08-24,Income,Bonus,59042,UPI,Lucknow,Paid electricity bill,2019,8,August
T14935,U174,2020-02-23,Expense,Education,1152,UPI,Kolkata,Doctor visit,2020,2,February
T00155,U131,2019-06-10,Expense,Food,47,Card,Bangalore,Paid electricity bill,2019,6,June
T10688,U164,2020-03-26,Expense,Rent,160,Bank Transfer,Jaipur,N/A,2020,3,March
T11189,U045,2021-07-03,Expense,Food,600,Cash,Bangalore,Course fee via app,2021,7,July
T08825,U183,2021-02-20,Income,Bonus,42819,Card,Ahmedabad,Gift via app,2021,2,February
T11091,U150,2022-07-16,Expense,Food,164,Bank Transfer,Jaipur,N/A,2022,7,July
T14178,U146,2019-10-07,Expense,Rent,349,Bank Transfer,Jaipur,Gift,2019,10,October
T09491,U106,2021-08-15,Expense,Education,548,UPI,Mumbai,Monthly rent,2021,8,August
T08671,U042,2019-02-18,Expense,Utilities,2209,Card,Bangalore,Paid electricity bill,2019,2,February
T10156,U091,2021-01-20,Expense,Rent,490,Bank Transfer,Delhi,N/A,2021,1,January
T12486,U034,2019-05-26,Expense,Rent,6523,Cash,Delhi,Monthly rent,2019,5,May
T02655,U013,2020-08-19,Income,Other Income,76838,UPI,Kolkata,Uber to office,2020,8,August
T01251,U136,2019-01-25,Expense,Rent,1364,Card,Chennai,N/A,2019,1,January
T07139,U025,2020-08-05,Expense,Education,767,Card,Pune,Uber to office,2020,8,August
T11750,U049,2021-03-08,Expense,Travel,117,Unknown,Delhi,Monthly rent late,2021,3,March
T05211,U001,2022-11-30,Expense,Utilities,102,Cash,Lucknow,Monthly rent,2022,11,November
T01271,U047,2019-03-09,Expense,Rent,416,UPI,Pune,Netflix subscription,2019,3,March
T12823,U109,2021-10-30,Expense,Entertainment,111,Bank Transfer,Hyderabad,Grocery shopping,2021,10,October
T05730,U076,2021-03-02,Expense,Entertainment,831,Bank Transfer,Kolkata,N/A,2021,3,March
T00038,U047,2020-09-06,Income,Salary,49333,Bank Transfer,Bangalore,N/A,2020,9,September
T06339,U036,2020-08-03,Expense,Entertainment,117,UPI,Lucknow,Uber to office,2020,8,August
T05864,U044,2020-07-11,Expense,Utilities,366,UPI,Jaipur,Doctor visit,2020,7,July
T08764,U055,2021-11-22,Expense,Rent,710,Card,Mumbai,Netflix subscription,2021,11,November
T12348,U042,2021-10-10,Expense,Food,480,UPI,Lucknow,Salary,2021,10,October
T07760,U114,2021-07-24,Income,Salary,72217,Cash,Kolkata,Grocery shopping,2021,7,July
T09286,U160,2019-02-20,Expense,Travel,1945,Cash,Jaipur,Gift via app,2019,2,February
T13284,U090,2019-08-03,Expense,Utilities,32,Card,Pune,Grocery shopping,2019,8,August
T13099,U035,2019-11-23,Expense,Entertainment,366,Cash,Jaipur,Grocery shopping,2019,11,November
T07554,U057,2022-11-05,Income,Bonus,69315,Cash,Chennai,Paid electricity bill via app,2022,11,November
T08216,U051,2019-10-31,Income,Salary,42490,Cash,Kolkata,Grocery shopping,2019,10,October
T11884,U077,2022-09-20,Expense,Food,642,Cash,Hyderabad,N/A,2022,9,September
T06735,U016,2019-06-12,Expense,Travel,614,Bank Transfer,Hyderabad,Salary,2019,6,June
T11126,U054,2022-09-25,Expense,Health,201,Cash,Ahmedabad,Netflix subscription,2022,9,September
